HGNC symbol	EntrezGene ID
APBA1	320
PAGE2	203569
AMBP	259
MLANA	2315
MGAT2	4247
CYP1A2	1544
GK2	2712
MOCS3	27304
ANTXR2	118429
KCNG1	3755
MESDC2	23184
DNAAF2	55172
TOX4	9878
ZNF518B	85460
KLRAP1	
CD99L2	83692
TCL1A	8115
LRIG1	26018
FAM104B	90736
FAM104B	100287188
AGAP8	728404
CXorf36	79742
RNF133	168433
RNF148	378925
TAS2R16	50833
CLNK	116449
SLC13A1	6561
GPR21	2844
RBM43	375287
NFATC2	4773
OPN1MW	728458
OPN1MW	2652
POLE2	5427
PTAR1	375743
LRRC19	64922
ARFGEF1	10565
AGGF1	55109
FOXRED1	55572
COCH	1690
ZMAT1	84460
STRBP	55342
DEFB108B	245911
MESDC1	59274
C15orf26	161502
ECI2	10455
DLC1	10395
NDNF	79625
BBS10	79738
MPL	4352
TMEM55A	55529
MAGEE2	139599
KARS	3735
CXorf26	51260
SNX9	51429
SPESP1	246777
ARID4A	5926
CDC20	991
FITM1	161247
LRRC66	339977
NT5C2	22978
RANBP6	26953
TEK	7010
CSK	1445
PSME1	5720
SH3KBP1	30011
ELOVL1	64834
NMI	9111
BRSK2	9024
ADAD2	161931
OSBPL8	114882
C8orf31	286122
NOX5	79400
SLC35E2	9906
ZNF673	55634
TIMM23B	
KITLG	4254
FAM116B	414918
MED8	112950
TCEAL2	140597
SERPINI2	5276
MAGEE1	57692
TCEAL6	158931
SGCB	6443
IL33	90865
IL16	3603
ATP9A	10079
GKAP1	80318
PPP3R1	5534
DNAJC1	64215
TNRC18	84629
SPATA18	132671
OTUD6B	51633
MLST8	64223
TPD52L3	89882
C14orf132	56967
DNA2	1763
LRRC69	100130742
OPN1MW2	728458
OPN1MW2	2652
IQUB	154865
METTL3	56339
DTHD1	401124
PPP6R2	9701
MTRNR2L10	100463488
PAGE5	90737
BDKRB2	624
NUDT5	11164
LINC00102	100359394
TCIRG1	10312
RBM46	166863
GPKOW	27238
PAGE3	
GYPA	2993
RANBP3L	202151
RNF121	55298
STRN3	29966
PARD3	56288
ARSD-AS1	100506356
FGF16	
C9orf135	138255
UHRF2	115426
CPA6	57094
BEX5	340542
C8orf48	157773
ATRX	546
SGCZ	137868
PREX2	80243
PNO1	56902
CPN1	1369
MAGIX	79917
SALL4	57167
KCNG4	93107
IFFO1	25900
LRRN1	57633
CNRIP1	25927
TUSC3	7991
ALDH18A1	5832
TTC16	158248
HS3ST1	9957
GLCE	26035
WFDC1	58189
FBXL22	283807
RHCG	51458
TNFAIP6	7130
DUSP6	1848
KIAA1239	57495
ZNF674	641339
NADK	65220
ZNF706	51123
FAM105A	54491
WHSC2	100126332
WHSC2	7469
AGAP7	653268
LRTM2	654429
NXF2	728343
NXF2	56001
HERC1	8925
LY6H	4062
TEX28	1527
C9orf11	54586
NPY2R	4887
MSMB	4477
BDKRB1	623
SETMAR	6419
TNIP3	79931
ERLIN1	10613
SBF1	6305
C4orf19	55286
FAM105B	90268
PAQR5	54852
CHURC1	91612
MAGEH1	28986
MAMDC2	256691
USP51	158880
RIF1	55183
STX19	415117
FOXR2	139628
RAB28	9364
RRAGB	10325
DHFRL1	200895
TKTL1	8277
SLC1A3	6507
RELL1	768211
GPIHBP1	338328
SALL2	6297
ATP2C2	9914
COMMD3	23412
ALB	213
KIF12	113220
USP46	64854
SLC26A7	115111
ARPP19	10776
ZFP64	55734
KIF27	55582
ZBED3	84327
ATG2B	55102
SMEK1	55671
TLN1	7094
MAP9	79884
PRDM8	56978
OR10G3	26533
CHST7	56548
PLEK	5341
MOB3B	79817
SLC9A7	84679
OR10G2	26534
PGM2	55276
WDR49	151790
OR4E2	26686
POC1B	282809
C16orf90	646174
TSHZ2	128553
CHURC1-FNTB	100529261
FAM158A	51016
CHUK	1147
ADM2	79924
MSR1	4481
PDE8B	8622
PLP2	5355
CDC123	8872
RPL13AP20	387841
C15orf42	90381
KIF23	9493
NDUFA5	4698
FAM81B	153643
KLHDC1	122773
HTR7P1	93164
TIRAP	114609
SLC25A16	8034
CXorf23	256643
NKX3-2	579
BOD1L	259282
ZNF217	7764
CLUAP1	23059
IGF1	3479
NSUN3	63899
CDYL	9425
WDYHV1	55093
SYNE1	23345
MIOX	55586
GNB1	2782
IFNK	56832
FBXO48	554251
C9orf72	203228
APLF	200558
PSME2	5721
DCP1B	196513
C4orf48	401115
BCAS1	8537
IL18BP	10068
TET1	80312
LMAN1L	79748
GRHL2	79977
HHIP	64399
HMGB3	3149
NAT8L	339983
PDCD10	11235
C9orf64	84267
ZFP41	286128
LMF2	91289
FGF5	2250
COL27A1	85301
POLN	353497
RP2	6102
EPHA6	285220
CENPW	387103
CRB2	286204
C9orf38	
AP4S1	11154
GLDC	2731
ZDHHC1	29800
NIPBL	25836
FGF20	26281
KLF8	11279
FLT4	2324
EFHA2	286097
PRICKLE3	4007
ANKH	56172
PROKR1	10887
ERVMER34-1	100288413
ASB15	142685
DAPK2	23604
RASL11B	65997
C8orf34	116328
CYP24A1	1591
BET1L	51272
DCPS	28960
KLHDC2	23588
NCOA4	8031
TBC1D1	23216
ARHGAP25	9938
NXF2B	728343
NXF2B	56001
QRFPR	84109
RUNX1T1	862
MAP7D2	256714
NCAPH2	29781
TCTN3	26123
ST3GAL4	6484
TOMM20L	387990
NPRL2	10641
GLI4	2738
KIF7	374654
FBXL18	80028
SCFD2	152579
TTC37	9652
SMC5	23137
EMP2	2013
UBQLN2	29978
LINGO2	158038
POC1B-GALNT4	100528030
SPIN3	169981
LMOD2	442721
HECTD1	25831
TOR2A	27433
FBXO32	114907
TIMM9	26520
RSPO3	84870
NUMA1	4926
CCAR1	55749
RASGRP2	10235
FIP1L1	81608
MOB2	81532
GPR50	9248
FBXL7	23194
VMA21	203547
ZDHHC2	51201
ONECUT1	3175
ZNF696	79943
FLNA	2316
CNOT7	29883
OR52B4	143496
MARCH11	441061
TRIM21	6737
PHF16	9767
SULF1	23213
KIAA0586	9786
ACO1	48
TEKT5	146279
CACNA1C	775
CAMK1D	57118
INA	9118
PFDN4	5203
ACTB	100505829
ACTB	60
SPIN2B	474343
HNRNPK	407043
HNRNPK	3190
RNF146	81847
CPEB2	132864
DOK5	55816
CPLX3	594855
NCALD	83988
HSD11B2	3291
ULK3	25989
VPS37A	137492
KLF9	687
COPS6	10980
TOP1MT	116447
RGN	9104
CBLN4	140689
FAM96A	84191
MC3R	4159
ATP6V0D1	9114
CCDC3	83643
SYP	6855
WDR72	256764
SNX1	6642
GPX2	2877
AURKA	6790
C4orf22	255119
ZNF622	90441
KLHL38	340359
BMI1	100532731
BMI1	648
ANXA13	312
C14orf129	51527
TIMM23	100287932
RPP40	10799
C7orf53	286006
CWF19L1	55280
ECHDC1	55862
HAUS3	79441
SPIN2A	54466
SNAPIN	23557
C2orf74	339804
FAAH2	158584
AHSA2	130872
RAB15	376267
RNF31	55072
NME1-NME2	4831
CREB3	10488
RPLP1	6176
GUCY1A3	2982
PLIN1	5346
TRPM3	80036
NOP2	4839
ILF2	3608
UNC13C	440279
TMEM168	64418
PEX11A	8800
NEMF	9147
MTMR7	9108
CACNA1F	778
BMP3	651
FNTB	2342
KBTBD8	84541
FAM98A	25940
MXD4	100616358
MXD4	10608
CD320	51293
SLC7A2	6542
NDUFA7	4701
PCGF6	84108
TERF2IP	54386
RPS28	6234
MBTD1	54799
KANK3	256949
NDUFB11	54539
SUCLG2	8801
ANGPTL4	51129
CYB561D2	11068
OPTN	10133
PRG4	10216
SCO2	9997
UTP18	51096
EIF1AX	1964
TLE3	7090
OR52K2	119774
DENND1A	57706
MCM7	4176
TYMP	1890
NUBP1	4682
CHKA	1119
RAB11B	9230
ZXDB	158586
PPP1R3G	648791
PRKG2	5593
FAM91A1	157769
ZFYVE28	57732
MARCH2	51257
MAGT1	84061
OR52K1	390036
C7orf60	154743
HNRNPM	4670
PDGFRL	5157
KDM4C	23081
CNTNAP4	85445
STARD5	80765
LYRM4	57128
CSTF1	1477
TMEM115	11070
ZXDA	7789
SPIN4	139886
CACNA2D2	9254
DUSP8	1850
FAM134B	54463
WDR93	56964
ARHGEF9	23229
AK7	122481
MTUS1	57509
OR52M1	119772
TMC3	342125
KRTAP5-1	387264
C11orf40	143501
RPS6KA3	6197
ANAPC10	10393
USP34	9736
TMSB15A	286527
TMSB15A	11013
GBA2	57704
FARS2	10667
RBM10	8241
OR52I2	143502
DDX58	23586
OR52I1	390037
COX7B	1349
SH2D3C	10044
ARMCX5	64860
OR2Y1	134083
MGAT1	4245
RSL24D1	51187
SPAG6	9576
LNX1	84708
SCGB1C1	147199
SCGB1C1	653486
MAX	4149
ANXA5	308
C1QTNF7	114905
ODF3B	440836
TRIM68	55128
FAM123B	139285
CASS4	57091
ASB12	142689
PTTG2	10744
CRIM1	51232
CDK19	23097
RRM2B	50484
C20orf43	51507
MESP1	55897
FER1L6	654463
ACSM4	341392
RASGEF1B	153020
KRTAP5-2	440021
KRTAP5-3	387266
KRTAP5-4	387267
CUL2	8453
EPB41L4A	64097
KRTAP5-5	439915
AGRP	181
KRTAP5-6	440023
IFITM10	402778
PASD1	139135
FAM65A	79567
KLHDC7B	113730
GPR85	54329
CCDC132	55610
NLRC3	197358
NLRC3	100500864
ODF3	113746
CPT1B	1375
NRN1	51299
KLF3	51274
RIC8A	60626
C5orf42	65250
RAB27A	5873
TAF5	6877
TLR10	81793
CD163L1	283316
PAPOLA	10914
HEATR5A	25938
CATSPERB	79820
GCNT7	140687
RNF4	6047
PYGM	5837
FGL1	2267
UBXN1	51035
FAM18A	780776
MTMR8	142689
MTMR8	55613
TLR1	7096
PRRG3	79057
OR51D1	390038
SCAMP2	10066
OR51E1	143503
CCDC22	28952
FEZ2	9637
BLOC1S2	282991
OR51E2	81285
MESP2	145873
TFAP2C	7022
F13A1	2162
BMP7	655
TMEM65	157378
PIP4K2A	5305
ENTPD1	953
CHIC2	26511
LRP1	4035
TRMT12	55039
RNF139	11236
ANPEP	290
ZC4H2	55906
PCM1	5108
TOPORS	10210
TLR6	10333
FATE1	89885
TATDN1	83940
NDUFB6	4712
CTSD	1509
CNGA2	1260
FAM114A1	92689
TC2N	123036
AP4M1	9179
STOX1	219736
TAF1L	138474
PKD2L1	9033
ORM1	5004
UBR5	51366
AVPR1B	553
GPRASP1	9737
C1orf186	440712
C1orf186	100505650
GSX2	170825
GPRASP2	114928
GPRASP2	100528062
CHKB-CPT1B	
MAGEA4	4103
RGP1	9827
CTSE	1510
ARSK	153642
HNRNPD	3184
MPI	4351
SERAC1	84947
TMEM221	100130519
SRGAP2	23380
ABCE1	6059
WDR41	55255
GALNT4	100528030
GALNT4	8693
ATP2B1	490
ZFP62	643836
DDX50	79009
TMEM215	401498
SYT8	90019
APTX	54840
PDGFRA	5156
NXNL1	115861
SF1	7536
SLC27A1	376497
KIAA1609	57707
PGLS	25796
FAM129C	199786
GPR150	285601
CYHR1	50626
MSMP	692094
RFESD	317671
ZC3H12B	340554
NPR2	4882
WASL	8976
LHX2	9355
BHLHB9	80823
GLT25D1	79709
SLX4	84464
ARL6	84100
LY86	9450
SCD	6319
AP3S2	100526783
AP3S2	10239
HYAL4	23553
ARF6	382
CHD4	1108
GTF2H5	404672
TULP4	56995
CREM	1390
TMEM156	80008
RMI1	80010
FOXP3	50943
CRYBG3	131544
RREB1	6239
TMEM155	132332
COTL1	23406
ARMC3	219681
SPAM1	6677
SIRT3	23410
FUT8	2530
SPATA9	83890
KLHL36	79786
BMP10	27302
GKN2	200504
FAM20C	56975
TMEM181	57583
C16orf79	283870
WNT8B	7479
TMEM229A	730130
GPR37	2861
ORM2	5005
NEK6	10783
C12orf12	196477
C14orf126	112487
SLC28A3	64078
POT1	25913
KLHL5	51088
FBLN5	10516
RAB40AL	282808
BEX1	55859
NXF3	56000
GPR33	2856
LAS1L	81887
NUBPL	80224
PGP	283871
MINA	84864
EXOSC9	5393
KIFC2	90990
TLR8-AS1	349408
USMG5	84833
C14orf182	283551
PPP1R3F	89801
GKN1	56287
MMP26	56547
NTRK2	4915
C14orf183	196913
EPYC	1833
METTL21D	79609
UACA	55075
GUCY1B3	2983
USP10	9100
C10orf131	100127889
KIT	3815
E4F1	1877
OTUD4	54726
CKB	1152
NDUFB9	4715
C15orf38-AP3S2	100526783
AKNA	80709
WDR19	57728
NUP155	9631
CIITA	4261
DNASE1	1773
DYNLT1	6993
ANTXR1	84168
SOS2	6655
C15orf38	348110
OR51F1	256892
SSR1	6745
PDCD11	22984
GAGE10	643832
GABRE	407009
GABRE	574412
GABRE	2564
SPAG8	26206
GAGE12J	645073
GAGE12J	729396
GAGE12J	729408
GAGE12J	729422
GAGE12J	729431
GAGE12J	729442
GAGE12J	100132399
KERA	11081
CNOT1	23019
LUM	4060
ARHGAP5	394
SYTL3	94120
DDX21	9188
SEC31B	25956
MSN	4478
OR52R1	119695
OR51F2	119694
OR51S1	119692
MSRB2	22921
CC2D2B	387707
CC2D2B	100652732
CC2D2B	100653119
DCN	1634
GAGE13	645051
MTSS1	9788
ZNF710	374655
GAGE2E	100101629
GAGE2E	26749
PTF1A	256297
PSMD13	5719
GAGE2D	729408
GAGE2D	100101629
HNRPDL	9987
GAGE12I	645073
GAGE12I	100008586
GAGE12I	26748
GAGE12I	2579
GAGE12I	2578
GAGE12I	2577
GAGE12I	2576
GAGE2C	645037
GAGE2C	2574
OR51T1	401665
CD163	9332
C10orf67	256815
PDGFA	5154
ODF1	4956
GABRR3	200959
FOXH1	8928
KLF10	7071
KDR	3791
EZR	7430
IDH2	3418
VRK1	7443
OTUD1	220213
AKAP6	9472
TRIP11	9321
OR51A7	119687
OR5AC2	81050
OR5H1	26341
OR5H14	403273
VSIG4	11326
OR5H15	403274
GRM8	2918
OR51G2	81282
TNNI2	7136
APC	324
PMEL	6490
CCNJ	54619
GAGE2B	645037
GAGE2B	2574
BEX4	56271
RHOBTB3	22836
KIAA1217	56243
HINT2	84681
PPP1R16A	84988
DNASE1L2	1775
OR5H6	79295
COX5A	9377
LRTOMT	220074
BLNK	29760
OR51G1	79324
OR51A4	401666
PRKAR1B	5575
L2HGDH	79944
OR51A2	401667
GPHN	10243
OR51L1	119682
OR52J3	119679
CA5BP1	340591
OR52E2	119678
RPP25	54913
CDK9	1025
SCAMP5	192683
LSP1	4046
OR5H2	79310
OR5K4	403278
GAGE12C	729422
GAGE12C	729428
GAGE12C	729431
GAGE12C	100132399
OR5K3	403277
GFPT1	2673
LARP6	55323
OR52A5	390054
OR52A1	23538
AZIN1	51582
TRMT61A	115708
OR5K1	26339
C6orf99	100130967
TCEAL8	90843
OR51V1	283111
MAGEA10	4109
HBB	3043
OR5K2	402135
SRD5A3	79644
TCEAL5	340543
POMC	5443
CLDND1	56650
TMEM8B	51754
CAGE1	285782
TDO2	6999
EFCAB9	285588
DNMT3A	1788
TRAP1	10131
DNAJA1	3301
TMEM165	55858
BAG5	9529
BEX2	84707
DEXI	28955
ATP5S	27109
WDR70	55100
KLC1	3831
LRRC49	54839
ZNF572	137209
HEPH	9843
GRIK2	2898
ENOPH1	58478
C14orf64	
TCEAL7	56849
KIAA1279	26128
PSMB7	5695
OTP	23440
RSPH3	83861
ECI1	1632
UBTD2	92181
CRISPLD2	83716
GLRX	2745
HOXC13	3229
SQLE	6713
SH3PXD2B	285590
GAGE12D	729422
GAGE12D	729428
GAGE12D	729431
GAGE12D	100132399
HBD	3045
C14orf177	283598
GAGE12E	729422
GAGE12E	729428
GAGE12E	729431
GAGE12E	100132399
GABRA3	2556
COQ9	57017
CLOCK	9575
NPAS3	64067
TAGAP	117289
TBCA	6902
APOBEC1	339
CLEC16A	23274
CCNA2	890
NFU1	27247
ABCB1	5243
ATXN3	4287
GAGE12F	645073
GAGE12F	100008586
GAGE12F	26748
GAGE12F	2579
GAGE12F	2578
GAGE12F	2577
GAGE12F	2576
C9orf128	392307
RFC1	5981
SMAD1	4086
CTSO	1519
PPCDC	60490
CDKL1	8814
BCL11B	64919
ZNF800	168850
C5orf27	
HOXC12	3228
HOXC11	3227
HEATR2	54919
KIAA0196	9897
SMU1	55234
HOXC10	3226
BTG1	694
FNDC1	84624
GAGE12G	645073
GAGE12G	100008586
GAGE12G	26748
GAGE12G	2579
GAGE12G	2578
GAGE12G	2577
GAGE12G	2576
SETD3	84193
GAGE12H	729442
ZDHHC7	55625
OR13J1	392309
HRCT1	646962
OR2S2	56656
RECK	8434
ELL2	22936
GAGE2A	729447
GAGE2A	2574
CLLU1OS	574016
LAMTOR1	55004
B4GALT1	2683
C15orf39	56905
LPAR5	57121
GPR144	347088
ARHGAP21	57584
C12orf74	338809
MAP4K5	11183
EMD	2010
GCC1	79571
PLEKHG7	440107
AAK1	22848
ACRBP	84519
CCNY	219771
SOD2	100129518
SOD2	6648
NDUFB8	4714
GOLGA6C	653641
ATP6V1C1	528
EDA2R	60401
GAGE1	2543
GOLGA6D	653643
SUN1	23353
EGLN3	112399
GLIPR2	152007
GLIPR2	100652973
KIAA0513	9764
PDCL2	132954
ARF5	381
NEB	4703
COMMD4	54939
PAGE1	8712
SPINK4	27290
THAP10	56906
PAGE4	9506
EEA1	8411
C8orf56	
BAG1	573
NMU	10874
KRT10	3858
TMEM99	147184
KRT12	3859
C11orf51	25906
FAM19A3	284467
AR	367
KRT20	54474
BBS7	55212
PCSK1	5122
SLC16A1	6566
NSMCE2	286053
FAM92B	339145
KRT23	25984
NR5A1	2516
GABRQ	55879
KIAA0182	23199
MMAA	166785
CCIN	881
AP3B1	8546
CLTA	1211
LRIG2	9860
RPL10	26778
RPL10	6134
KRT39	390792
CPOX	1371
GJD4	219770
KRT40	125115
FZD8	8325
KRTAP3-3	85293
KRTAP3-2	83897
KRTAP3-1	83896
FSCN3	29999
ANKRD30A	91074
KRTAP1-5	83895
RNPS1	10921
MAGI3	260425
CALML6	163688
NUDT4	11163
TNNT3	7140
ATL1	51062
IKBKE	9641
TMEM52	339456
ANXA4	307
KRTAP1-3	81850
KRTAP1-1	81851
C1orf222	85452
UNC13A	23025
KRTAP2-1	81872
TRIB1	10221
KRTAP2-2	728279
KRTAP2-4	85294
KRTAP2-4	730755
KRTAP4-7	100132476
EXOC1	55763
KRTAP4-9	100132386
MAGEA6	4105
NLRP6	171389
KRTAP4-8	728224
GPR15	2838
NR6A1	2649
KRTAP4-11	653240
MAGEA2B	266740
MAGEA2B	4101
KRTAP4-12	83755
KRTAP4-6	81871
SERPINI1	5274
C1orf147	
KRTAP4-5	85289
KRTAP4-4	84616
RASSF5	83593
KRTAP4-3	85290
KRTAP4-2	85291
FOLR3	2352
CCNK	8812
OPHN1	4983
PHTF1	10745
ATHL1	80162
EIF2D	1939
C4orf51	646603
FAM84B	157638
DFNB31	25861
POU5F1B	5462
GOLIM4	27333
ZNF827	152485
MTRNR2L7	100288485
ZNF248	57209
KRTAP4-1	85285
KRTAP9-1	728318
MAP1S	55201
KRTAP9-2	83899
MYC	4609
KRTAP9-3	83900
KRTAP9-8	83901
FCHO1	23149
GABRD	2563
KRTAP9-4	85280
TRPC3	7222
KRTAP9-9	81870
KRTAP9-6	100507608
KRTAP9-7	100505724
NEIL1	79661
NEIL1	693216
ING4	51147
KRTAP16-1	100505753
KRTAP17-1	83902
KRT33A	3883
KRT33B	3884
MECOM	2122
MAGEA12	4111
DYRK3	8444
CSAG1	158511
IFITM5	387733
B3GNT3	10331
IFITM2	10581
INSL3	3640
JAK3	3718
UCN2	90226
MAGEA2	266740
MAGEA2	4101
NEURL1B	54492
HIF1AN	55662
COL7A1	1294
KRT34	100653049
KRT34	3885
GNE	10020
LHFPL2	10184
BAALC	79870
MAPKAPK2	9261
IFITM1	8519
ATP6V1G1	9550
THSD4	79875
IL10	3586
KIAA1109	84162
RPL18A	6142
SLC5A5	6528
CLCN5	1184
CCDC124	115098
IL19	29949
TMEM75	
CAST	831
GSDMC	56169
KCNN1	3780
ZNF25	219749
IL20	50604
KLB	152831
ARRDC2	27106
SAV1	60485
SPTSSA	171546
EAPP	55837
IL24	11009
RPL9	6133
FAM49B	51571
DUSP1	1843
IL12RB1	3594
HOXC5	3222
HOXC6	3223
MAST3	23031
FAIM3	9214
TMEM138	51524
FZD6	8323
ERGIC1	57222
PIK3R2	5296
CT62	196993
C9orf91	203197
YIPF6	286451
SNX6	58533
NGEF	25791
IFI30	10437
PIGR	5284
MAGEA3	4102
HOXC9	3225
VIT	5212
CEP135	9662
HOXC8	3224
DNTT	1791
HACE1	57531
FCAMR	83953
IFITM3	10410
EIF2B3	8891
ZNF33A	7581
CHMP5	51510
MPV17L2	84769
ARSB	411
BTNL8	79908
C1orf116	79098
OLFML2A	169611
RAB3A	5864
B4GALNT4	338707
NIN	51199
YOD1	55432
MYO9A	4649
POLR2C	5432
CREBBP	1387
CETN2	1069
ASPA	443
PDE4C	5143
TNFSF15	9966
PRKCZ	5590
ABCA3	21
NEU2	4759
HOXC4	3221
TMEM216	51259
TRPV3	162514
SMUG1	23583
PFKFB2	5208
KIAA0408	9729
C3orf18	51161
LMAN2	10960
NSDHL	50814
PAX2	5076
OPALIN	93377
RPL26L1	51121
CTCF	10664
AKAP4	8852
C4BPB	725
DMGDH	29958
MAN2C1	4123
DNAJC5G	285126
CPSF7	79869
CCDC85C	317762
C6orf58	352999
KIRREL3	84623
TRIM54	57159
THEMIS	387357
CTHRC1	115908
DNASE1L1	1774
KIAA1683	80726
RLTPR	146206
TNFSF8	944
RGS14	10636
PKP3	11187
PRTFDC1	56952
NXPH4	11247
WDR38	401551
STRN	6801
LIAS	11019
LINC00477	144360
HHIPL1	84439
ZNF185	7739
DTNB	1838
AMD1	262
LSM6	11157
CCNB3	85417
HEMK1	51409
RNF38	152006
RPL35	11224
LAMB2	3913
PTPRK	5796
SLC25A32	81034
ZNF37A	7587
CYP46A1	10858
NFX1	4799
KIAA1211	57482
TNC	3371
LRRN4CL	221091
UCN	7349
SLC10A7	84068
BSCL2	26580
DOK4	55715
STARD8	9754
SEPT7L	
ARPC5L	81873
ATP6V0E1	8992
AASDH	132949
TLL2	7093
FAM178A	55719
DCAF13	25879
RUNDC3B	154661
SHMT2	6472
ZNF384	171017
SIGIRR	59307
MPV17	4358
EFNB1	1947
ENKUR	219670
CCNYL2	414194
PJA1	64219
UGDH	7358
CBX5	23468
ZNF33B	7582
LIN28B	389421
CA10	56934
GOLGA1	2800
SLC25A40	55972
GTF3C6	112495
ASAP1	50807
CFL2	1073
BTNL3	10917
CDK2	1017
MRPL23	6150
BVES	11149
NPR1	4881
TM9SF3	56889
SHROOM4	57477
TAF6	6878
HNRNPA1	3178
THNSL1	79896
SLC34A1	6569
GPR158	57512
KIF2B	84643
MELK	9833
TOM1L1	10040
RPF2	84154
BHMT2	23743
CALCR	799
TAZ	6901
CCNF	899
FAM155B	27112
EDA	1896
CCDC102A	92922
INTS3	65123
BNIP1	662
BMS1	9790
GPR114	221188
BHMT	635
RET	5979
ANO9	338440
EML1	2009
POPDC3	64208
PPAT	5471
UQCRC1	7384
DEC1	50514
COX11	1353
JMY	133746
PFN3	345456
F12	2161
PLEKHG4B	153478
C16orf59	80178
STXBP4	252983
PREP	5550
AWAT2	158835
CCDC71	64925
ADCY9	115
KLHDC8B	200942
SIN3A	25942
GET4	51608
BTNL9	153579
SLC16A10	117247
DBF4	10926
PAPPA	5069
IGF2	3481
RAB5B	5869
CISH	1154
NKX2-5	1482
HEATR5B	54497
ADCY8	114
SDHAF2	54949
HOMER1	9456
GTF3C2	2976
OTUD6A	139562
MRPL43	84545
IGBP1	3476
STC2	8614
PNMA5	114824
LRRC14B	389257
CCDC127	133957
ACD	65057
PNMA3	29944
MAPKAPK3	7867
GPR56	9289
SCAI	286205
PAICS	10606
PNMA6C	100287428
PNMA6C	100287466
PAPD4	167153
MAP4K2	5871
POU4F2	5458
TTC29	83894
PAX5	5079
GRK6	2870
PNMA6A	84968
PNMA6A	728513
SRL	6345
PIK3AP1	118788
ADAP1	11033
PARD6A	50855
CCDC36	339834
OR2V2	285659
TRIM7	81786
ASTN2	23245
KIAA1919	91749
C16orf48	84080
REV3L	5980
C12orf53	196500
CCDC75	253635
PRDM1	639
SEMA4G	57715
PTDSS2	81490
C16orf86	388284
BOD1	91272
PNMA6D	100287428
PNMA6D	100287466
PNMA6B	84968
PNMA6B	728513
GFOD2	81577
MAGEA1	4100
TFAP4	7023
RANBP10	57610
EIF2AK2	5610
ADAM22	53616
SUOX	6821
PPP6C	5537
INS-IGF2	723961
CNPY4	245812
COPS7A	50813
TRIM41	90933
ZNF275	10838
TREX2	11219
TMEM89	440955
ASXL2	55252
ADAD1	132612
SLC26A6	65010
TSNAXIP1	55815
EDNRA	1909
RNH1	6050
EVL	51466
MBLAC1	255374
C7orf59	389541
NTN3	4917
TBC1D24	57465
CPEB4	80315
HAUS7	55559
NDUFA4L2	56901
GLIS2	84662
LRRC10B	390205
JUND	3727
LSM4	25804
SYT7	9066
PGPEP1	54858
INS	3630
GDF15	9518
LRRC25	126364
SSBP4	170463
MEN1	4221
C4BPA	722
ATG5	9474
ISYNA1	51477
TPR	7175
PSG8	440533
LCOR	84458
KIF3C	3797
CD55	1604
GNB2L1	619570
GNB2L1	619571
GNB2L1	100289627
GNB2L1	10399
PAM16	51025
CMYA5	202333
C5orf47	133491
DAGLA	747
ATP6V0C	527
RABEPK	10244
IL2	3558
ELL	8178
PRAM1	84106
FKBP8	23770
C10orf2	56652
MTX3	345778
AIM1	202
ZNF414	84330
MYO1F	4542
C10orf12	26148
TH	7054
UBA52	7311
C19orf60	55049
IL21	59067
INPP5D	3635
CRLF1	9244
RAB10	10890
TMEM59L	25789
KLHL26	55295
ARHGAP19	84986
CRTC1	23373
ADAMTS10	81794
NFE2	4778
C1orf27	54953
CR2	1380
TMEM184C	55751
ACTL9	284382
HECTD3	79654
OR2Z1	284383
COX19	90639
ZNF558	148156
MBD3L1	85509
HSPA5	3309
MUC16	94025
COMP	1311
SLC27A3	11000
AMDHD2	752014
AMDHD2	51005
ATP6AP1	537
C7orf43	55262
OCLM	10896
UROD	7389
PDC	5132
PTGS2	5743
HLF	3131
CR1	1378
OR1M1	125963
CYP2W1	54905
OR7G2	390882
OR7G1	125962
GATAD2B	57459
OR7G3	390883
ZNF317	57693
TRIM32	22954
LZTS2	84445
DENND4B	9909
BBS12	166379
PLA2G4A	5321
TLR4	7099
PRMT10	90826
STAC3	246329
THBS4	7060
OR7D2	162998
OR7D4	125958
MMD	23531
ATG16L1	55054
OR7E24	26648
ZNF699	374879
CORO7	100529144
FGF2	2247
ZNF559	84527
TMEM100	55273
SULT6B1	391365
NUDT6	11162
ZNF559-ZNF177	100529215
ZNF559-ZNF177	7730
ZNF177	100529215
ZNF177	7730
GAPVD1	26130
ZNF266	10781
PCTP	58488
ZNF560	147741
LAMA2	3908
DBC1	1620
FAM5C	339479
GNGT1	2792
HRAS	3265
ZNF426	79088
CRTC2	200186
ZNF121	7675
ZNF561	93134
FCGR2C	9103
NARF	26502
BGN	633
ANKFN1	162282
TRPV1	7442
C7orf50	84310
R3HDM2	22864
RGS18	64407
UPF1	5976
RGS21	431704
NOG	9241
SERINC5	256987
RGS1	5996
FCGR3B	2215
C3orf62	375341
C3orf62	100422952
CERS1	10715
CERS1	2657
TFPI2	7980
RGS13	6003
SHPK	23729
COPE	11316
SPATA5	166378
RGS2	5997
FCRLA	84824
C17orf67	339210
CENPT	80152
ZNF562	54811
CR1L	1379
UCHL5	51377
USP4	7375
FOXK2	3607
CTNS	1497
CD46	4179
CDK5RAP2	55755
FCRLB	127943
WDR45L	56270
ZNF812	729648
ZNF846	162993
FBXL12	54850
EIF2B4	8890
UBL5	59286
PIN1	5300
PDZD7	79955
RAB11FIP4	84440
OLFM2	93145
GAL3ST4	79690
COL5A3	50509
DUSP12	11266
